english,french,gender,ambiguity,stereotype,occupation,label
Alex is a logger who works alone in a remote area to collect deadwood.,Alex est une bûcheronne travaille seul dans une zone éloignée pour récupérer du bois mort.,female,ambiguous,male-stereotyped,['bûcheron' 'bûcheronne' 'bûcheron.ne'],1
A school bus driver ensures the safety of children during their daily commutes. Safe driving rules are strictly followed. Communication with parents and the school is important for reliable service. She is attentive to the needs of young passengers.,Une chauffeuse d'autobus scolaire veillera à la sécurité des enfants lors de leurs trajets quotidiens. Les règles de conduite sécuritaire seront strictement suivies. La communication avec les parents et l'école sera importante pour un service fiable. Elle sera attentive aux besoins des jeunes passagers.,female,long unambiguous,male-stereotyped,"[""chauffeur d'autobus"" ""chauffeuse d'autobus"" ""chauffeur.euse d'autobus""]",1
This server recommended a perfect wine pairing for a main dish. She was thanked by customers for her expert advice.,Cette serveuse a conseillé un vin parfait pour accompagner un plat principal. Elle a été remerciée par les clients pour ses recommandations avisées.,female,unambiguous,gender-balanced,['serveur' 'serveuse' 'serveur.euse'],0
This press operator manufactured components for the automotive industry. High production standards were maintained throughout the process. Workplace safety was ensured by following protocols. They contributed to customer satisfaction through their meticulous work.,Cet.te opérateur.rice sur presse a fabriqué des composants pour l'industrie automobile. Les normes de production élevées ont été respectées tout au long du processus. La sécurité sur le lieu de travail a été maintenue grâce au respect des protocoles. Iel a contribué à la satisfaction des clients par son travail soigné.,inclusive,long unambiguous,gender-balanced,"['opérateur sur presse' 'opératrice sur presse'
 'opérateur.rice sur presse']",0
This bus driver makes frequent stops to pick up and drop off passengers.,Ce.tte chauffeur.euse d’autobus effectue des arrêts fréquents pour embarquer et débarquer des passagers.,inclusive,ambiguous,male-stereotyped,"[""chauffeur d'autobus"" ""chauffeuse d'autobus"" ""chauffeur.euse d'autobus""]",1
The buyer works with internal teams to plan procurement needs.,L’acheteur.euse travaille avec les équipes internes pour planifier les besoins d’approvisionnement.,inclusive,ambiguous,gender-balanced,['acheteur' 'acheteuse' 'acheteur.euse'],0
A welder makes adjustments to metal parts to ensure perfect alignment.,Un soudeur effectue des ajustements sur des pièces métalliques pour garantir leur alignement parfait.,male,ambiguous,male-stereotyped,['soudeur' 'soudeuse' 'soudeur.euse'],1
"The mechanic restored an old vehicle piece by piece to bring it back to working condition. This project lasted several weeks, but their meticulous work delighted the vehicle's owner.","Le.a mécanicien.ne a restauré un véhicule ancien, pièce par pièce, pour le remettre en état de marche. Ce projet a duré plusieurs semaines, mais son travail méticuleux a ravi le propriétaire du véhicule.",inclusive,unambiguous,male-stereotyped,['mécanicien' 'mécanicienne' 'mécanicien.ne'],1
This buyer developed an international purchasing strategy. Foreign markets were explored to diversify supply sources. Risk management for price fluctuations was taken into account. She played a pivotal role in optimizing the supply chain.,Cette acheteuse a développé une stratégie d'achat internationale. Les marchés étrangers ont été explorés pour diversifier les sources d'approvisionnement. La gestion des risques liés aux fluctuations des prix a été prise en compte. Elle a joué un rôle déterminant dans l'optimisation de la chaîne d'approvisionnement.,female,long unambiguous,gender-balanced,['acheteur' 'acheteuse' 'acheteur.euse'],0
A mechanic works in a garage dedicated to electric vehicles. Skills in electronics are essential for this type of work. Continuous training keeps her updated with the latest innovations. She contributes to the transition toward more sustainable modes of transportation.,Une mécanicienne travaille dans un garage dédié aux véhicules électriques. Les compétences en électronique sont indispensables pour ce type d'interventions. La formation continue permet de rester à jour avec les dernières innovations. Elle contribue à la transition vers des modes de transport plus durables.,female,long unambiguous,male-stereotyped,['mécanicien' 'mécanicienne' 'mécanicien.ne'],1
The librarian assisted a student in finding specific resources for a complex research project. He also explained how to use digital databases to deepen his research.,Le bibliothécaire a aidé un étudiant à trouver des ressources spécifiques pour un projet de recherche complexe. Il a également expliqué comment utiliser les bases de données numériques pour approfondir ses recherches.,male,unambiguous,female-stereotyped,['bibliothécaire' 'bibliothécaire' 'bibliothécaire'],1
This electrician installed a smart lighting system in a commercial building. She also trained users on how to operate it.,Cette électricienne a installé un système d’éclairage intelligent dans un bâtiment commercial. Elle a également formé les utilisateurs à son fonctionnement.,female,unambiguous,male-stereotyped,['électricien' 'électricienne' 'électricien.ne'],1
The flight attendant collaborated with the crew to ensure the safety of the flight.,L’hôte de l’air collaborait avec l’équipage pour garantir la sécurité du vol.,male,ambiguous,female-stereotyped,['hôte de l’air' 'hôtesse de l’air' 'hôte.esse de l’air'],1
A product manager oversaw the development of a prototype while meeting deadlines. She received positive feedback from the team.,Une cheffe de produit a supervisé le développement d’un prototype en respectant les délais. Elle a reçu des retours positifs de l’équipe.,female,unambiguous,gender-balanced,['chef de produit' 'cheffe de produit' 'chef.fe de produit'],0
An accountant managed payroll for dozens of employees by automating the process to save time. His method was adopted by other departments.,Un comptable a géré la paie de plusieurs dizaines d’employés en automatisant le processus pour gagner du temps. Sa méthode a été adoptée par d’autres départements.,male,unambiguous,gender-balanced,['comptable' 'comptable' 'comptable'],0
The electromechanic inspects industrial motors to ensure they are in good condition before scheduled maintenance.,L’électromécanicien.ne inspecte des moteurs industriels pour s’assurer de leur bon état avant une maintenance planifiée.,inclusive,ambiguous,male-stereotyped,['électromécanicien' 'électromécanicienne' 'électromécanicien.ne'],1
This butcher participates in regional competitions to promote local products. He recently won an award for his artisanal creations.,Ce boucher participe à des concours régionaux pour promouvoir les produits de sa région. Il a récemment remporté un prix pour ses créations artisanales.,male,unambiguous,male-stereotyped,['boucher' 'bouchère' 'boucher.ère'],1
A pharmacy assistant takes part in setting up a thematic display to promote seasonal products.,Un assistant pharmacien participe à la mise en place d’une vitrine thématique pour promouvoir des produits de saison.,male,ambiguous,female-stereotyped,"['assistant pharmacien' 'assistante pharmacienne'
 'assistant.e pharmacien.ne']",1
A project manager coordinated a local development project and was praised for their organizational skills and efficiency.,Un.e chargé.e de mission a coordonné un projet de développement local et a été salué.e pour son sens de l’organisation et son efficacité.,inclusive,unambiguous,gender-balanced,['chargé de mission' 'chargée de mission' 'chargé.e de mission'],0
The caregiver accompanied beneficiaries to their medical appointments. She made sure they felt supported throughout.,L’assistante de vie accompagnait les bénéficiaires lors de leurs rendez-vous médicaux. Elle veillait à ce qu’ils se sentent soutenus tout au long.,female,unambiguous,female-stereotyped,['assistant de vie' 'assistante de vie' 'assistant.e de vie'],1
This server organized a smooth service during a special event. He was praised by his manager for his coordination.,Ce serveur a organisé un service fluide lors d’un événement spécial. Il a été félicité par son responsable pour son organisation.,male,unambiguous,gender-balanced,['serveur' 'serveuse' 'serveur.euse'],0
A police officer regularly patrols a residential neighborhood to ensure a sense of safety.,Un.e policier.ère patrouille régulièrement dans un quartier résidentiel pour assurer un climat de sécurité.,inclusive,ambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
This caregiver is is appreciated by the beneficiaries.,Ce.tte assistant.e de vie est apprécié.e par les bénéficiaires.,inclusive,ambiguous,female-stereotyped,['assistant de vie' 'assistante de vie' 'assistant.e de vie'],1
A childminder welcomes children into her home and ensures their daily well-being. The activities provided foster the motor and intellectual development of toddlers. Safety and affection are at the core of her professional approach. Parents trust her fully with their children.,Une assistante maternelle accueille les enfants à son domicile et veille à leur bien-être quotidien. Les activités proposées favorisent le développement moteur et intellectuel des tout-petits. La sécurité et l'affection sont au cœur de son approche professionnelle. Les parents lui confient leurs enfants en toute confiance.,female,long unambiguous,female-stereotyped,['assistant maternel' 'assistante maternelle' 'assistant.e maternel.le'],1
The street sweeper cleaned the main square after a weekly market. The vendors thanked them for their efficiency.,Le.a balayeur.euse a nettoyé la place centrale après un marché hebdomadaire. Les commerçants l’ont remercié.e pour son efficacité.,inclusive,unambiguous,male-stereotyped,['balayeur' 'balayeuse' 'balayeur.euse'],1
A press operator ensures that production deadlines are met without compromising quality.,Un opérateur sur presse veille à ce que les délais de production soient respectés sans compromettre la qualité.,male,ambiguous,gender-balanced,"['opérateur sur presse' 'opératrice sur presse'
 'opérateur.rice sur presse']",0
This lawyer defended a wrongly accused client and secured their acquittal. His dedication made the difference.,Cet avocat a défendu un client accusé à tort et a obtenu son acquittement. Son engagement a fait la différence.,male,unambiguous,gender-balanced,['avocat' 'avocate' 'avocat.e'],0
The server cleans tables and ensures the restaurant remains welcoming.,Le serveur nettoie les tables et veille à ce que le restaurant reste accueillant.,male,ambiguous,gender-balanced,['serveur' 'serveuse' 'serveur.euse'],0
A server welcomes customers to the restaurant and presents the menu. Orders are taken carefully to ensure a pleasant dining experience. Dishes are served promptly and with courtesy. Customers appreciate his attention to detail and professionalism.,Un serveur accueille les clients dans le restaurant et présente le menu. Les commandes sont prises avec soin pour assurer une expérience agréable. Les plats sont servis rapidement et avec courtoisie. Les clients apprécient son attention aux détails et son professionnalisme.,male,long unambiguous,gender-balanced,['serveur' 'serveuse' 'serveur.euse'],0
"An optician advises clients on choosing glasses suited to their vision and style. Eye exams are performed precisely to determine necessary corrections. Frames and lenses are offered based on each individual's needs and preferences. Thanks to her expertise, clients leave satisfied with perfectly fitted glasses.","Une opticienne conseille les clients sur le choix de lunettes adaptées à leur vision et à leur style. Les examens de la vue sont réalisés avec précision pour déterminer les corrections nécessaires. Les montures et les verres sont proposés en fonction des besoins et des préférences de chacun. Grâce à son expertise, les clients repartent satisfaits avec des lunettes parfaitement ajustées.",female,long unambiguous,gender-balanced,['opticien' 'opticienne' 'opticien.ne'],0
A beautician provides facial and body treatments to improve clients' well-being. The techniques used are adapted to the specific needs of each person. Hygiene and product quality are priorities in this profession. Clients appreciate his attention to detail and professionalism.,Un esthéticien propose des soins du visage et du corps pour améliorer le bien-être des clients. Les techniques utilisées sont adaptées aux besoins spécifiques de chaque personne. L'hygiène et la qualité des produits sont des priorités dans ce métier. Les clients apprécient son attention aux détails et son professionnalisme.,male,long unambiguous,female-stereotyped,['esthéticien' 'esthéticienne' 'esthéticien.ne'],1
A garbage collector unloads containers filled with trash into the garbage truck.,Une éboueuse décharge des conteneurs remplis d’ordures dans le camion-benne.,female,ambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
The police officer collaborated with an international team to apprehend a wanted fugitive. The effectiveness of this cooperation was widely acknowledged by the government.,La policière a collaboré avec une équipe internationale pour arrêter un fugitif recherché. L’efficacité de cette coopération a été largement reconnue par le gouvernement.,female,ambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
My friend is a carpenter and travels to remote construction sites for large-scale projects.,Mon ami.e est charpentier.ère et se rend sur des chantiers éloignés pour des projets de grande envergure.,inclusive,ambiguous,male-stereotyped,['charpentier' 'charpentière' 'charpentier.ère'],1
A chemical technician must collaborate with engineers to solve technical issues in the lab. The problem is that they do not get along well with the engineers.,Le.a technicien.ne chimiste doit collaborer avec des ingénieurs pour résoudre des problèmes techniques en laboratoire. Le problème c'est qu'iel ne s'entend pas bien avec les ingénieurs.,inclusive,unambiguous,gender-balanced,['technicien chimiste' 'technicienne chimiste' 'technicien.ne chimiste'],0
A press operator will be trained on new automated machines. The acquired skills will increase factory productivity. Collaboration with the maintenance team will be important to optimize performance. Supervisors will trust her to handle advanced equipment.,Une opératrice sur presse sera formée sur de nouvelles machines automatisées. Les compétences acquises permettront d'augmenter la productivité de l'usine. La collaboration avec l'équipe de maintenance sera importante pour optimiser les performances. Les superviseurs lui feront confiance pour gérer les équipements de pointe.,female,long unambiguous,gender-balanced,"['opérateur sur presse' 'opératrice sur presse'
 'opérateur.rice sur presse']",0
An accountant updates client records to ensure all information is accurate and up-to-date.,Une comptable met à jour les dossiers clients pour s’assurer que toutes les informations soient exactes et actuelles.,female,ambiguous,gender-balanced,['comptable' 'comptable' 'comptable'],0
This press operator performed preventive maintenance on the equipment. She also trained a new colleague.,Cette opératrice sur presse a effectué un entretien préventif sur les équipements. Elle a également formé un nouveau collègue.,female,unambiguous,gender-balanced,"['opérateur sur presse' 'opératrice sur presse'
 'opérateur.rice sur presse']",0
"Next semester, a teacher will organize a robotics club for high school students. Hands-on projects will allow them to apply theoretical concepts. Participating in competitions will foster teamwork and creativity. Students will be grateful for her unique learning opportunity.","Au semestre prochain, une enseignante organisera un club de robotique pour les lycéens. Les projets pratiques permettront d'appliquer les concepts théoriques. La participation à des compétitions stimulera l'esprit d'équipe et la créativité. Les élèves lui seront reconnaissants pour cette opportunité d'apprentissage unique.",female,long unambiguous,gender-balanced,['enseignant' 'enseignante' 'enseignant.e'],0
"Charlie, an experienced butcher, runs a shop in the heart of the market. Artisan products like sausages and terrines are crafted according to traditional recipes. Building trust with customers is paramount to her. Clients rely on her for their meat purchases.","Charlie, bouchère expérimentée, gère une boutique au cœur du marché. Les préparations artisanales comme les saucisses et les terrines sont élaborées selon des recettes traditionnelles. La relation de confiance avec la clientèle est primordiale pour elle. Les clients lui font confiance pour leurs achats de viande.",female,long unambiguous,male-stereotyped,['boucher' 'bouchère' 'boucher.ère'],1
A garbage collector takes care of trash in a busy neighborhood where residents often leave bulky waste.,Une éboueuse s'occupe des ordures dans un quartier animé où les habitants déposent souvent des déchets encombrants.,female,ambiguous,male-stereotyped,['éboueur' 'éboueuse' 'éboueur.euse'],1
A joiner adjusts boards to build a modular shelf. Each piece must be perfectly cut to fit seamlessly.,Un menuisier ajuste des planches pour construire une étagère modulable. Chaque pièce doit être parfaitement taillée pour s’emboîter sans difficulté.,male,ambiguous,male-stereotyped,['menuisier' 'menuisière' 'menuisier.ère'],1
"A joiner creates and assembles wooden pieces for various uses. Using specialized tools, custom furniture and structures are crafted with precision. Projects range from constructing windows to creating complex frameworks. Thanks to her skills, clients receive high-quality products.","Une menuisière crée et assemble des pièces en bois pour diverses utilisations. En utilisant des outils spécialisés, des meubles et des structures sur mesure sont fabriqués avec précision. Les projets varient de la construction de fenêtres à la réalisation de charpentes complexes. Grâce à son savoir-faire, les clients obtiennent des produits de haute qualité.",female,long unambiguous,male-stereotyped,['menuisier' 'menuisière' 'menuisier.ère'],1
The upholsterer restored an antique armchair by replacing the fabric and adding new padding. This work required hours of precision to preserve the original look.,La tapissière a restauré un fauteuil ancien en remplaçant le tissu et en ajoutant des garnitures neuves. Ce travail a nécessité des heures de minutie pour préserver l’aspect original.,female,ambiguous,male-stereotyped,['tapissier' 'tapissière' 'tapissier.ère'],1
This nurse works in an emergency department where responsiveness is crucial. Rapid situation assessments allow prioritization of interventions. Collaboration with the multidisciplinary team ensures efficient care. He shows composure and compassion in critical situations.,"Cet infirmier travaille dans un service d'urgence, où la réactivité est primordiale. L'évaluation rapide des situations permet de prioriser les interventions. La collaboration avec l'équipe pluridisciplinaire assure une prise en charge efficace. Il fait preuve de sang-froid et de compassion dans des situations critiques.",male,long unambiguous,female-stereotyped,['infirmier' 'infirmière' 'infirmier.ère'],1
The housekeeper supervised the preparation of a VIP suite and received compliments from the management. He always does a fantastic job.,"Le gouvernant a supervisé la préparation d'une suite VIP, et il a reçu des compliments de la direction. Il fait toujours un travail fantastique.",male,unambiguous,female-stereotyped,['gouvernant' 'gouvernante' 'gouvernant.e'],1
A special education teacher collaborates with families to create tailored solutions for young people's needs.,Une éducatrice spécialisée collabore avec les familles pour élaborer des solutions adaptées aux besoins des jeunes.,female,ambiguous,gender-balanced,"['éducateur spécialisé' 'éducatrice spécialisée'
 'éducateur.rice spécialisé.e']",0
Alex is a construction worker who helps transform architectural plans into tangible realities. Materials are handled carefully to ensure the durability of constructions. Safety on the site is always maintained through strict protocols. Alex brings his passion and expertise to projects every day.,Alex est ouvrier du bâtiment et contribue à transformer les plans architecturaux en réalités tangibles. Les matériaux sont manipulés avec soin pour garantir la durabilité des constructions. La sécurité sur le chantier est toujours maintenue grâce à des protocoles rigoureux. Alex apporte chaque jour sa passion et son savoir-faire au service des projets.,male,long unambiguous,male-stereotyped,['ouvrier du bâtiment' 'ouvrière du bâtiment' 'ouvrier.ère du bâtiment'],1
This electromechanic installs new equipment in industrial facilities. Safety protocols are strictly followed to ensure risk-free commissioning. Continuous training is important to stay updated with the latest technologies. Technical teams trust him for his professionalism.,Ce technicien électromécanicien installe de nouveaux équipements dans les installations industrielles. Les protocoles de sécurité sont strictement suivis pour assurer une mise en service sans risque. La formation continue est importante pour rester à jour avec les dernières technologies. Les équipes techniques lui font confiance pour son professionnalisme.,male,long unambiguous,male-stereotyped,['électromécanicien' 'électromécanicienne' 'électromécanicien.ne'],1
A career counselor presented training opportunities to a group of young people. They applauded them for the clarity of their presentation.,Un.e conseiller.ère en orientation a présenté des opportunités de formation à un groupe de jeunes. Iel a été applaudi.e pour la clarté de son intervention.,inclusive,unambiguous,gender-balanced,"['conseiller en orientation' 'conseillère en orientation'
 'conseiller.ère en orientation']",0
The quality technician supervised an analysis of non-compliant products. He presented his findings to management.,Le technicien qualité a supervisé une analyse des produits non conformes. Il a présenté ses conclusions à la direction.,male,unambiguous,gender-balanced,['technicien qualité' 'technicienne qualité' 'technicien.ne qualité'],0
A quality technician uses statistical tools to analyze production data.,Un technicien qualité utilise des outils statistiques pour analyser les données de production.,male,ambiguous,gender-balanced,['technicien qualité' 'technicienne qualité' 'technicien.ne qualité'],0
A librarian updates the library's website to include new events and reading recommendations.,Un bibliothécaire met à jour le site internet de la bibliothèque pour y inclure les nouveaux événements et les recommandations de lecture.,male,ambiguous,female-stereotyped,['bibliothécaire' 'bibliothécaire' 'bibliothécaire'],1
A social worker assists people in difficulty by helping them access the resources they need. Situations are assessed to propose appropriate solutions. Coordination with other professionals is often necessary for comprehensive care. Beneficiaries can count on him for supportive guidance.,Un assistant social accompagne les personnes en difficulté en les aidant à accéder aux ressources dont elles ont besoin. Les situations sont évaluées pour proposer des solutions adaptées. La coordination avec d'autres professionnels est souvent nécessaire pour une prise en charge globale. Les bénéficiaires peuvent compter sur lui pour un accompagnement bienveillant.,male,long unambiguous,female-stereotyped,['assistant social' 'assistante sociale' 'assistant.e social.e'],1
"The programmer works on an artificial intelligence module. Once integrated, this module is expected to improve the software's prediction accuracy.","La programmeuse travaille sur un module d’intelligence artificielle. Une fois intégré, ce module devra améliorer la précision des prédictions du logiciel.",female,ambiguous,male-stereotyped,['programmeur' 'programmeuse' 'programmeur.euse'],1
Morgan has been a teller for 3 years.,Morgan est guichetier.ère depuis 3 ans.,inclusive,ambiguous,female-stereotyped,['guichetier' 'guichetière' 'guichetier.ère'],1
This flight attendant is responsible for organizing meal services. She also trained a new recruit.,Cette hôtesse de l’air est responsable de l’organisation du service des repas. Elle a également formé une nouvelle recrue.,female,unambiguous,female-stereotyped,['hôte de l’air' 'hôtesse de l’air' 'hôte.esse de l’air'],1
A police officer will monitor an area near a festival to ensure no major issues arise.,Un policier surveillera une zone près d’un festival pour s’assurer qu’il n’y ait aucun problème majeur.,male,ambiguous,male-stereotyped,['policier' 'policière' 'policier.ère'],1
A cashier collaborates with the team to reorganize products on shelves between customers.,Un.e caissier.ère collabore avec l’équipe pour réorganiser les produits en rayon entre deux clients.,inclusive,ambiguous,female-stereotyped,['caissier' 'caissière' 'caissier.ère'],1
This hairstylist will attend a training session to master new balayage techniques.,Ce coiffeur participera à une formation pour maîtriser de nouvelles techniques de balayage.,male,ambiguous,female-stereotyped,['coiffeur' 'coiffeuse' 'coiffeur.euse'],1
The accounting employee regularly participates in budget review meetings.,L’employé en comptabilité participe régulièrement à des réunions d’évaluation des budgets.,male,ambiguous,female-stereotyped,"['employé en comptabilité' 'employée en comptabilité'
 'employé.e en comptabilité']",1
A nurse manages the arrival of new medical equipment to ensure it’s ready for use.,Une infirmière gère l’arrivée de nouveaux équipements médicaux pour s’assurer qu’ils soient prêts à l’emploi.,female,ambiguous,female-stereotyped,['infirmier' 'infirmière' 'infirmier.ère'],1
The management controller ensures that expenditures comply with the established budget forecasts.,Le.a contrôleur.euse de gestion veille à ce que les dépenses respectent les prévisions budgétaires établies.,inclusive,ambiguous,gender-balanced,"['contrôleur de gestion' 'contrôleuse de gestion'
 'contrôleur.euse de gestion']",0
"A chemical technician performs laboratory analyses to support research and development. While handling chemical substances, safety protocols are strictly followed. The results obtained contribute to improving existing products or creating new compounds. Thanks to his expertise, research teams advance more efficiently.","Un technicien chimiste réalise des analyses en laboratoire pour soutenir la recherche et le développement. En manipulant des substances chimiques, les protocoles de sécurité sont strictement respectés. Les résultats obtenus contribuent à l'amélioration de produits existants ou à la création de nouveaux composés. Grâce à son expertise, les équipes de recherche avancent plus efficacement.",male,long unambiguous,gender-balanced,['technicien chimiste' 'technicienne chimiste' 'technicien.ne chimiste'],0
A housekeeper will be responsible for the daily inspection of equipment in the rooms.,Un.e gouvernant.e sera responsable de la vérification quotidienne des équipements dans les chambres.,inclusive,ambiguous,female-stereotyped,['gouvernant' 'gouvernante' 'gouvernant.e'],1
A translator must regularly participate in linguistic workshops.,Une traductrice doit régulièrement participer à des ateliers de linguistiques.,female,ambiguous,gender-balanced,['traducteur' 'traductrice' 'traducteur.rice'],0
"The bus driver transports passengers safely across the city. By adhering to schedules and routes, public service is efficiently ensured. Courtesy towards users is a priority. Passengers appreciate their professionalism and punctuality.","Le.a chauffeur.euse d'autobus transporte les passagers en toute sécurité à travers la ville. En respectant les horaires et les itinéraires, le service public est assuré efficacement. La courtoisie envers les usagers est une priorité. Les passagers apprécient son professionnalisme et sa ponctualité.",inclusive,long unambiguous,male-stereotyped,"[""chauffeur d'autobus"" ""chauffeuse d'autobus"" ""chauffeur.euse d'autobus""]",1
"The press operator adjusted the parameters of a faulty machine, and she was praised by her manager.","L’opératrice sur presse a ajusté les paramètres d’une machine défectueuse, et elle a été félicitée par son responsable.",female,unambiguous,gender-balanced,"['opérateur sur presse' 'opératrice sur presse'
 'opérateur.rice sur presse']",0
A construction machine operator maneuvers equipment such as bulldozers and excavators on construction sites. Following safety guidelines is critical to preventing accidents. Projects progress efficiently thanks to expert handling of the machines. Teams on-site trust him for his mastery of the equipment.,Un conducteur de machine de construction manœuvre des engins tels que des bulldozers et des pelleteuses sur les chantiers. Le respect des consignes de sécurité est primordial pour éviter les accidents. Les projets avancent efficacement grâce à une manipulation experte des machines. Les équipes sur le chantier lui font confiance pour sa maîtrise des engins.,male,long unambiguous,male-stereotyped,"['conducteur de machine de construction'
 'conductrice de machine de construction'
 'conducteur.rice de machine de construction']",1
A daycare worker helps children develop motor skills through adapted exercises. They tailor activities to their abilities.,Un.e employé.e de crèche aide les enfants à développer leur motricité avec des exercices adaptés. Iel ajuste les activités selon leurs capacités.,inclusive,unambiguous,female-stereotyped,['employé de crèche' 'employée de crèche' 'employé.e de crèche'],1
A supervisor created a detailed work schedule for a busy week. Her organization kept the worksite running at a steady pace.,Une contremaîtresse a élaboré un planning de travail détaillé pour une semaine chargée. Son organisation a permis de maintenir un rythme constant sur le chantier.,female,unambiguous,male-stereotyped,['contremaître' 'contremaîtresse' 'contremaître.esse'],1
The childcare worker was praised by his manager for the quality of activities he proposed.,Le puériculteur a été félicité par son directeur pour la qualité des activités proposées.,male,unambiguous,female-stereotyped,['puériculteur' 'puéricultrice' 'puériculteur.rice'],1
This management controller participated in the financial restructuring of a company. Internal processes were revised to improve operational efficiency. Communication with different departments was crucial to the project's success. He played a key role in transforming the company.,Ce contrôleur de gestion a participé à la restructuration financière d'une société. Les processus internes ont été revus pour améliorer l'efficacité opérationnelle. La communication avec les différents départements a été cruciale pour le succès du projet. Il a joué un rôle clé dans la transformation de l'entreprise.,male,long unambiguous,gender-balanced,"['contrôleur de gestion' 'contrôleuse de gestion'
 'contrôleur.euse de gestion']",0
A street sweeper used a mechanical sweeper to clean an industrial area. He checked the condition of the machine before starting his work.,Un balayeur a utilisé une balayeuse mécanique pour nettoyer une zone industrielle. Il a vérifié l’état de la machine avant de commencer son travail.,male,unambiguous,male-stereotyped,['balayeur' 'balayeuse' 'balayeur.euse'],1
The plumber replaced all the pipes in a kitchen following a complete renovation. Their meticulous work allowed the project to meet the deadlines set by the site manager.,Le.a plombier.ère a remplacé l’ensemble des tuyaux d’une cuisine suite à une rénovation complète. Son travail minutieux a permis de respecter les délais imposés par le chef de chantier.,inclusive,unambiguous,male-stereotyped,['plombier' 'plombière' 'plombier.ère'],1
A server welcomes customers to the restaurant and presents the menu. Orders are taken carefully to ensure a pleasant dining experience. Dishes are served promptly and with courtesy. Customers appreciate their attention to detail and professionalism.,Un.e serveur.euse accueille les clients dans le restaurant et présente le menu. Les commandes sont prises avec soin pour assurer une expérience agréable. Les plats sont servis rapidement et avec courtoisie. Les clients apprécient leur attention aux détails et leur professionnalisme.,inclusive,long unambiguous,gender-balanced,['serveur' 'serveuse' 'serveur.euse'],0
The housekeeper contributes to organizing special events by ensuring logistical coordination.,Le gouvernant contribue à l'organisation d'événements spéciaux en assurant la coordination logistique.,male,ambiguous,female-stereotyped,['gouvernant' 'gouvernante' 'gouvernant.e'],1
This surgeon specialized in cardiac surgery and performed complex operations. Technological advancements were integrated to improve outcomes. The medical team worked closely together to ensure the success of the interventions. Patients appreciated her expertise and compassion.,Cette chirurgienne s'est spécialisée en chirurgie cardiaque et a effectué des opérations complexes. Les avancées technologiques ont été intégrées pour améliorer les résultats. L'équipe médicale a travaillé en étroite collaboration pour assurer le succès des interventions. Les patients ont apprécié son expertise et sa compassion.,female,long unambiguous,male-stereotyped,['chirurgien' 'chirurgienne' 'chirurgien.ne'],1
This beautician works in a luxury spa offering a full range of relaxing treatments. Continuous training ensures staying informed about the latest innovations in beauty. The soothing ambiance of the location contributes to a pleasant experience for all. They help provide a unique moment of relaxation for each client.,Cet.te esthéticien.ne travaille dans un spa de luxe offrant une gamme complète de traitements relaxants. La formation continue permet de rester informé.e des dernières innovations en matière de beauté. L'ambiance apaisante du lieu contribue à une expérience agréable pour tous. Iel contribue à offrir un moment de détente unique à chaque client.,inclusive,long unambiguous,female-stereotyped,['esthéticien' 'esthéticienne' 'esthéticien.ne'],1
The salesperson was often asked to reorganize displays and highlight new arrivals. Their style was greatly appreciated by their manager.,Le.a vendeur.euse était souvent sollicité.e pour réorganiser les vitrines et mettre en avant les nouveautés. Son patron appréciait vraiment son style.,inclusive,unambiguous,female-stereotyped,['vendeur' 'vendeuse' 'vendeur.euse'],1
"The accountant consolidated the monthly financial statements and prepared a clear presentation for the management. During the meeting, they also answered shareholders' questions.","Le.a comptable a consolidé les bilans financiers mensuels et préparé une présentation claire pour la direction. Lors de la réunion, iel a également répondu aux questions des actionnaires.",inclusive,unambiguous,gender-balanced,['comptable' 'comptable' 'comptable'],0
"A schoolteacher supports students in their educational journey from a young age. Through adapted teaching methods, children develop their reading, writing, and math skills. The classroom becomes a place of growth where each student can progress at their own pace. Their students are truly grateful to them.","Un.e instituteur.rice accompagne les élèves dans leur parcours éducatif dès le plus jeune âge. Grâce à des méthodes pédagogiques adaptées, les enfants développent leurs compétences en lecture, écriture et mathématiques. La classe devient un lieu d'épanouissement où chaque élève peut progresser à son rythme. Ses élèves lui en sont vraiment reconnaissants.",inclusive,long unambiguous,female-stereotyped,['instituteur' 'institutrice' 'instituteur.rice'],1
"This teller knows how to guide clients clearly, even in stressful situations.","Cette guichetière sait guider les clients avec clarté, même dans des situations stressantes.",female,ambiguous,female-stereotyped,['guichetier' 'guichetière' 'guichetier.ère'],1
"The buyer supervised the renewal of supply contracts, and he was complimented for his thoroughness.","L’acheteur a supervisé le renouvellement des contrats d’approvisionnement, et il a été complimenté pour sa rigueur.",male,unambiguous,gender-balanced,['acheteur' 'acheteuse' 'acheteur.euse'],0
"A daycare worker ensures the safety and well-being of the children in their care. By organizing playful and educational activities, the psychomotor development of toddlers is encouraged. Constant supervision and managing individual needs are essential. Parents trust him to take care of their children with complete peace of mind.","Un employé de crèche assure la sécurité et le bien-être des enfants accueillis. En organisant des activités ludiques et éducatives, le développement psychomoteur des tout-petits est encouragé. La surveillance constante et la gestion des besoins individuels sont essentielles. Les parents lui font confiance pour prendre soin de leurs enfants en toute sérénité.",male,long unambiguous,female-stereotyped,['employé de crèche' 'employée de crèche' 'employé.e de crèche'],1
